accountId,code,name,projectId,projectCode,projectName,balanceBs,balanceUsd,balanceEur,updatedAt
"bfbab47e-1dcf-456c-8c80-50687ba010bb","1.3.01","Cuentas por Cobrar","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.512Z"
"3a6151a7-053a-4f7f-9eb8-99af87a6bae8","1.4.01","Inventario","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.493Z"
"627d98d7-7152-4c4b-b9f8-7f92d70a5683","1.5.01","Equipos y Activos Fijos","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.272Z"
"964c211a-ad3d-4c9e-9398-0c72d595a85a","2.1.01","Cuentas por Pagar","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.256Z"
"043ede1b-03f8-46ec-aca5-c9b1a525372c","2.2.01","Préstamos y Financiamiento","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.236Z"
"593070d1-9c71-407d-9a07-0624e543507d","2.3.01","Impuestos por Pagar","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.219Z"
"2e4c4e11-92c6-441c-9fa7-7201a0cd28d9","3.1.01","Capital Social","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.203Z"
"6d45f06a-26e3-400a-906c-288b70a9a690","3.2.01","Utilidades Retenidas","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.186Z"
"67ebee91-7123-4d14-a710-4c415ac8b700","4.1.01","Ingresos por Ventas","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.170Z"
"9a89d7df-5c28-4a73-9f16-46d881123149","4.2.01","Ingresos por Servicios","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.154Z"
"2ac1a416-243c-4e0a-b653-dfeaec977d6b","4.3.01","Otros Ingresos","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.138Z"
"9a11154e-d99d-401f-92e2-0291194013b4","5.1.01","Gastos Operacionales","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.121Z"
"ada78c41-9543-41c1-8940-0d59571761c2","5.2.01","Gastos Administrativos","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.103Z"
"4476a18c-1554-4004-87fb-1f7ad81d49bb","5.3.01","Gastos Financieros","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.088Z"
"da597817-10d2-485a-919c-a463e1644980","5.4.01","Costo de Ventas","8296d6f9-94c4-4fa0-85b2-a35d29b864bb","LUCE-002","Inversiones Lucem C.A.","0","0","0","2025-11-16T02:31:58.070Z"
"01112ce7-d6b5-4a8e-b1b2-4027c64920ee","1.001","tarjeta Neo Moon","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","51.73","0","2025-11-16T02:31:59.501Z"
"11bc498a-e7ae-4fc4-9e00-f78dc25910fe","1.1.01","Caja Bs","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:58.054Z"
"745d1c5b-6a1e-4e37-bce1-966d42b6d781","1.1.02","Caja USD","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:58.038Z"
"23598c60-aabc-4ef5-8d18-b167a6e45da5","1.1.03","Caja EUR","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:58.021Z"
"6f020348-87c8-48a9-a715-1c2e1056870a","1.1.04","Caja efectivo $","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","900","0","2025-11-16T02:31:57.578Z"
"c5cf78b5-01fc-48a9-9d43-13572c3ccfb5","1.1.05","Banco Banesco","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","1907","0","0","2025-11-16T02:31:58.291Z"
"5a38f4cb-6e24-4e24-9bea-4630a00aefa0","1.1.06","Banco BNC","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","9574","0","0","2025-11-16T02:31:59.446Z"
"591233d7-5fa1-4445-af50-0d078b23fcc5","1.1.07","Banco Mercantil","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","1486","0","0","2025-11-16T02:31:59.465Z"
"fec1040b-b305-43a6-b67e-ed67d9aa1288","1.1.08","Banco Bancamiga","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","90","0","0","2025-11-16T02:31:59.484Z"
"c5ab66aa-ad0d-44ec-8356-c6a0e27d26f2","1.2.01","Banco Bs","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:58.004Z"
"e38fc5d5-a624-4c12-8d11-67ad54cb1a95","1.2.02","Banco USD","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.988Z"
"b4c85fbd-de1f-41cc-8247-0a85c7559b54","1.2.03","Banco EUR","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.971Z"
"e1570aeb-d992-4eb7-90df-9a8fb2aee02d","1.2.06","tarjeta Neo Moon","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","51.73","0","2025-11-16T02:31:58.310Z"
"c5fa6b19-5fa9-4e7f-b2f6-9b373fde047a","1.3.01","Cuentas por Cobrar","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.958Z"
"8ee4f969-e071-4dcd-b479-ba81eab1bf4b","1.4.01","Inventario","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.943Z"
"603b66e5-ecea-40ca-8ee9-7ad07583ea12","1.5.01","Equipos y Activos Fijos","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.926Z"
"d8004908-7c12-4169-bd3f-a0eed80bf7a4","2.1.01","Cuentas por Pagar","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.911Z"
"e165c5ad-1002-4205-a942-47099284c524","2.2.01","Préstamos y Financiamiento","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.892Z"
"dd615c45-014a-4b33-b8dc-ec23782be12c","2.3.01","Impuestos por Pagar","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.876Z"
"809c5f80-fc38-4be0-a907-503a0ca04a15","3.1.01","Capital Social","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.817Z"
"4abb2f06-3c53-4228-bf4f-2c0836e21ce3","3.2.01","Utilidades Retenidas","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.856Z"
"18f49851-006a-4f80-8b0a-909485218ba5","4.1.01","Ingresos por Ventas","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:57.837Z"
"55644fd1-f037-4c5a-b7f5-80b2a6bbece4","4.2.01","Ingresos por Servicios","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:58.899Z"
"8eebcbd2-14f4-419b-9c8f-10f468f27dd3","4.3.01","Otros Ingresos","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:58.476Z"
"3343e129-7cb3-4cb9-ade1-6095a180b1b1","5.1.01","Gastos Operacionales","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:58.456Z"
"1e95988b-c69e-4a73-bbfd-039f53c3c6b1","5.2.01","Gastos Administrativos","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:58.438Z"
"a7df9826-6373-4b5e-a222-8d71cb8c4661","5.3.01","Gastos Financieros","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:58.420Z"
"f8915a94-819a-4be3-abc0-7097151e3b77","5.4.01","Costo de Ventas","8f9ce8cb-ff88-4858-8b20-7ce1bf0c7f2e","PERS-001","PERSONAL","0","0","0","2025-11-16T02:31:58.402Z"
"d16dc049-274a-4681-9377-0dad96970c44","1.1.01","Caja Bs","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.428Z"
"2b85ed69-aae8-40c7-a674-7a710b959f4d","1.1.02","Caja USD","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.409Z"
"0df029e6-08b1-477d-be46-6e5d113a6ea4","1.1.03","Caja EUR","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.389Z"
"1438275a-5c33-4177-ba30-e73c4eab3975","1.2.01","Banco Bs","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.371Z"
"3dee1cdf-a174-43cb-90b6-7c27607b7a6e","1.2.02","Banco USD","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.351Z"
"1aebed7a-64bf-49b9-b8fd-9352d2c2a490","1.2.03","Banco EUR","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.331Z"
"f622fe97-7e78-4f7a-b96b-ab05da9afdd9","1.3.01","Cuentas por Cobrar","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.312Z"
"fe8f98ff-8a9c-42a6-a844-0db47f95e851","1.4.01","Inventario","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.293Z"
"1d80655c-6821-45cf-8936-3ff226bd3fae","1.5.01","Equipos y Activos Fijos","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.273Z"
"7ec1196f-da84-4577-8f75-39fbf5cfb6f6","2.1.01","Cuentas por Pagar","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.254Z"
"bf2b3465-42e7-4649-b227-fd8483163c6d","2.2.01","Préstamos y Financiamiento","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.233Z"
"7a4458e9-5bdc-4456-b956-089f30ec03bd","2.3.01","Impuestos por Pagar","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.213Z"
"3badddf8-eef8-4181-8db8-a8d4dcbd928c","3.1.01","Capital Social","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.193Z"
"594bb5ec-5122-4c15-ac8e-d0e27f832c9a","3.2.01","Utilidades Retenidas","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.174Z"
"f0cc4283-6d6a-463e-aa0b-373538f13f56","4.1.01","Ingresos por Ventas","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.154Z"
"cc248422-2566-4434-980d-9cf7759aa74d","4.2.01","Ingresos por Servicios","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.136Z"
"5d58c4c8-6503-4c43-89ea-e5d935c70697","4.3.01","Otros Ingresos","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.117Z"
"17e7dbff-4e3c-409f-a420-aafae2e2eb6a","5.1.01","Gastos Operacionales","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.099Z"
"a20a80a0-163d-4abf-bc11-73800714b468","5.2.01","Gastos Administrativos","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.080Z"
"037eccec-6ec2-444d-9727-a97e3f3f0a7d","5.3.01","Gastos Financieros","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.061Z"
"9cedc28c-25d7-4fdd-9f0e-62ae81552e58","5.4.01","Costo de Ventas","980f630d-794d-479b-b37c-1c3673632122","ENVA-004","Envases","0","0","0","2025-11-16T02:31:59.041Z"
"42564b2f-a336-4dcf-bb97-401c72ff42e6","1000","Caja","b097cc0e-bdfc-4d3a-9c7d-c8aa6885359b","DEV","Dev Project","4500","0","0","2025-11-16T02:31:58.329Z"
"122abb38-2d15-4a40-a5ae-27683d2cfe9b","4000","Ventas","b097cc0e-bdfc-4d3a-9c7d-c8aa6885359b","DEV","Dev Project","-4500","0","0","2025-11-16T02:31:58.347Z"
"1c7c1c62-9c8a-4c35-a8d2-a7bd5f150a67","1.1.01","Caja Bs","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.881Z"
"2f367d87-d675-450e-847c-245a86ee1b76","1.1.02","Caja USD","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.863Z"
"a6447679-0585-4537-b0d1-b96e7f454e67","1.1.03","Caja EUR","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.846Z"
"0f4ba558-485a-4f31-935d-5b42d9582143","1.2.01","Banco Bs","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.827Z"
"322f4bfb-b964-4eed-bc93-19c341eb3b95","1.2.02","Banco USD","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:59.024Z"
"8e61b920-1cf2-4a7e-8224-737f84266110","1.2.03","Banco EUR","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:59.006Z"
"f08a5369-944a-4c1d-854d-02f6eafb01d8","1.3.01","Cuentas por Cobrar","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.989Z"
"d572e7c6-243c-463e-ab85-7ac0390bc25d","1.4.01","Inventario","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.971Z"
"f9667680-479e-46f9-a565-1ff73024bdcf","1.5.01","Equipos y Activos Fijos","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.953Z"
"c44aed7a-6206-4559-8ffe-88e5c521f026","2.1.01","Cuentas por Pagar","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.934Z"
"cb8c8780-93d4-4fe1-a16f-de0d3ff75847","2.2.01","Préstamos y Financiamiento","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.917Z"
"805cd571-b62f-4ff7-97d5-344d56b78c48","2.3.01","Impuestos por Pagar","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.810Z"
"8ad94afc-a2b0-4e74-90b9-f32e631bc022","3.1.01","Capital Social","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.791Z"
"535dce18-1247-47a8-a0f7-9b4fbc555b0c","3.2.01","Utilidades Retenidas","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.772Z"
"1cda58ef-9620-425d-bb41-b544d9ec9bd1","4.1.01","Ingresos por Ventas","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.754Z"
"6a5b83e5-3b46-48e0-9db3-1193e2ef43d9","4.2.01","Ingresos por Servicios","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.736Z"
"a9b9e755-89d2-4e9b-b039-7575bc41652e","4.3.01","Otros Ingresos","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.718Z"
"8d69568a-6a3d-4226-b9b0-f012d8c79cbb","5.1.01","Gastos Operacionales","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.701Z"
"a09393ca-119d-4531-ab93-926ee63f2772","5.2.01","Gastos Administrativos","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.683Z"
"56fcc9d7-f5f1-417e-9821-ddb38d257879","5.3.01","Gastos Financieros","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.664Z"
"18e9bfbf-4586-406d-a5b1-458632bee5af","5.4.01","Costo de Ventas","de619ce8-a088-48cd-9921-df64e87f3eae","GRAN-003","Granja","0","0","0","2025-11-16T02:31:58.644Z"
"fbdda5cf-0306-441e-9e4b-bc4ed83b5b5d","1.2.04","Banco BANESCO","","","","0","0","0","2025-11-16T02:31:58.366Z"
"dcfc675e-fcaf-48be-a69c-b3863bbdba57","1.2.05","Banco BNC","","","","0","0","0","2025-11-16T02:31:58.383Z"
